citizen_id,age,gender,county,subcounty,ward,occupation,education_level,language_preference,feedback_text,feedback_category,sentiment_score,response_status,service_satisfaction_score,,submission_date
C0727,65,Female,Kiambu,Limuru,Ndeiya,Student,High School,English,Roads are in poor condition.,Infrastructure,2,Resolved,1,,6/28/2024
C0728,20,Male,Kisumu,Kisumu Central,Railways,Student,Bachelor's,English,Need support for startups.,Business,1,Pending,2,,7/27/2024
C0729,66,Male,Nairobi,Kasarani,Kasarani,Retired,Primary,English,Public transport is unreliable.,Transport,1,Unresolved,3,,3/18/2024
C0730,23,Male,Kiambu,Ruiru,Mugutha,Doctor,Bachelor's,Swahili,Public transport is unreliable.,Transport,1,Resolved,3,,6/24/2024
C0731,70,Female,Kiambu,Thika,Kiganjo,Doctor,Bachelor's,English,Need support for startups.,Business,2,Resolved,3,,9/4/2024
C0732,33,Male,Kiambu,Thika,Township,Business,Bachelor's,English,More resources for education needed.,Education,3,Unresolved,2,,2/24/2024
C0733,66,Male,Kiambu,Ruiru,Gitothua,Retired,PhD,English,Licensing process is too slow.,Business,3,Unresolved,1,,11/3/2023
C0734,54,Male,Nairobi,Langata,Nyayo Highrise,Doctor,Primary,Swahili,More benefits for the elderly needed.,Pension,2,Resolved,2,,7/21/2024
C0735,31,Female,Nairobi,Langata,Nyayo Highrise,Nurse,Bachelor's,Swahili,Healthcare facilities are understaffed.,Healthcare,3,Unresolved,1,,4/24/2024
C0736,47,Female,Nairobi,Kasarani,Roysambu,Business,PhD,Swahili,Retirement benefits are too low.,Pension,2,Unresolved,3,,1/2/2024
C0737,70,Male,Nairobi,Langata,Mugumu-ini,Business,Master's,Swahili,Licensing process is too slow.,Business,2,Resolved,1,,3/20/2024
C0738,31,Female,Mombasa,Changamwe,Port Reitz,Teacher,Master's,Swahili,Public transport is unreliable.,Transport,2,Pending,2,,2/26/2024
C0739,63,Male,Kisumu,Seme,Central Seme,Student,Primary,Swahili,The curriculum is outdated.,Education,1,Pending,2,,4/26/2024
C0740,80,Male,Kiambu,Ruiru,Mwiki,Teacher,High School,Swahili,Fares are too high.,Transport,1,Unresolved,2,,10/11/2023
C0741,70,Male,Kiambu,Thika,Kamenu,Business,Master's,English,Need more buses in my area.,Transport,2,Resolved,2,,2/1/2024
C0742,59,Female,Nairobi,Langata,Nyayo Highrise,Engineer,High School,English,Fares are too high.,Transport,3,Pending,3,,5/19/2024
C0743,35,Female,Kisumu,Kisumu Central,Migosi,Engineer,PhD,English,Water supply is inconsistent.,Infrastructure,1,Resolved,2,,3/17/2024
C0744,24,Female,Kisumu,Nyando,Kobura,Engineer,PhD,English,Public transport is unreliable.,Transport,2,Resolved,3,,3/18/2024
C0745,26,Male,Mombasa,Jomvu,Miritini,Teacher,Diploma,Swahili,Licensing process is too slow.,Business,3,Resolved,3,,5/23/2024
C0746,22,Female,Nairobi,Kasarani,Roysambu,Teacher,High School,English,Licensing process is too slow.,Business,1,Resolved,2,,1/24/2024
C0747,49,Female,Kisumu,Seme,North Seme,Student,Bachelor's,English,Medication is unavailable in hospitals.,Healthcare,3,Resolved,1,,4/15/2024
C0748,42,Female,Kiambu,Limuru,Ndeiya,Nurse,Diploma,Swahili,Fares are too high.,Transport,2,Unresolved,3,,12/19/2023
C0749,72,Female,Nairobi,Langata,Karen,Engineer,PhD,English,Water supply is inconsistent.,Infrastructure,1,Pending,2,,8/8/2024
C0750,24,Male,Kiambu,Ruiru,Gitothua,Engineer,PhD,English,Schools lack sufficient teachers.,Education,1,Resolved,2,,6/20/2024
C0751,65,Male,Nairobi,Langata,Nyayo Highrise,Doctor,Primary,Swahili,Public transport is unreliable.,Transport,2,Pending,1,,9/26/2023
C0752,37,Male,Mombasa,Changamwe,Port Reitz,Teacher,Bachelor's,Swahili,Medication is unavailable in hospitals.,Healthcare,2,Resolved,3,,8/27/2024
C0753,57,Male,Mombasa,Changamwe,Kipevu,Business,Master's,Swahili,Tax rates for small businesses are too high.,Business,2,Resolved,1,,8/1/2024
C0754,71,Male,Nairobi,Langata,Karen,Nurse,Diploma,Swahili,Tax rates for small businesses are too high.,Business,2,Pending,3,,7/10/2024
C0755,21,Female,Mombasa,Jomvu,Mikindani,Student,PhD,English,The curriculum is outdated.,Education,2,Resolved,3,,3/15/2024
C0756,79,Male,Mombasa,Jomvu,Miritini,Engineer,Master's,Swahili,Retirement benefits are too low.,Pension,3,Pending,1,,8/6/2024
C0757,20,Male,Kiambu,Ruiru,Mwiki,Nurse,Bachelor's,Swahili,Tax rates for small businesses are too high.,Business,1,Unresolved,1,,1/15/2024
C0758,79,Female,Mombasa,Changamwe,Port Reitz,Retired,PhD,English,Public transport is unreliable.,Transport,3,Unresolved,3,,8/15/2024
C0759,78,Male,Mombasa,Jomvu,Jomvu Kuu,Business,High School,Swahili,Roads are in poor condition.,Infrastructure,2,Unresolved,3,,11/5/2023
C0760,43,Female,Kisumu,Nyando,Onjiko,Engineer,Bachelor's,Swahili,Lack of medical equipment.,Healthcare,2,Pending,2,,5/6/2024
C0761,72,Male,Mombasa,Kisauni,Junda,Business,Master's,English,The curriculum is outdated.,Education,3,Pending,1,,5/7/2024
C0762,49,Female,Mombasa,Changamwe,Chaani,Teacher,Primary,Swahili,Schools lack sufficient teachers.,Education,3,Unresolved,1,,5/6/2024
C0763,77,Male,Kiambu,Ruiru,Mugutha,Retired,Primary,Swahili,More benefits for the elderly needed.,Pension,3,Resolved,2,,11/11/2023
C0764,77,Male,Mombasa,Jomvu,Mikindani,Nurse,Master's,English,Roads are in poor condition.,Infrastructure,3,Resolved,3,,3/31/2024
C0765,66,Female,Nairobi,Kasarani,Mwiki,Teacher,PhD,English,Need support for startups.,Business,1,Resolved,1,,8/13/2024
C0766,57,Male,Mombasa,Changamwe,Kipevu,Business,High School,Swahili,Roads are in poor condition.,Infrastructure,2,Unresolved,2,,12/19/2023
C0767,57,Female,Mombasa,Kisauni,Mjambere,Engineer,Master's,Swahili,Fares are too high.,Transport,3,Resolved,1,,7/4/2024
C0768,27,Female,Kiambu,Thika,Township,Business,Bachelor's,English,Healthcare facilities are understaffed.,Healthcare,1,Pending,2,,12/12/2023
C0769,35,Male,Kisumu,Seme,North Seme,Nurse,High School,Swahili,The curriculum is outdated.,Education,1,Resolved,3,,1/31/2024
C0770,80,Male,Mombasa,Kisauni,Mjambere,Student,Bachelor's,Swahili,Tax rates for small businesses are too high.,Business,1,Resolved,3,,10/10/2023
C0771,78,Female,Mombasa,Jomvu,Miritini,Nurse,PhD,English,Roads are in poor condition.,Infrastructure,2,Resolved,2,,3/2/2024
C0772,74,Male,Kisumu,Seme,North Seme,Nurse,High School,English,Water supply is inconsistent.,Infrastructure,2,Resolved,1,,7/22/2024
C0773,28,Female,Nairobi,Westlands,Kitisuru,Engineer,Bachelor's,English,The curriculum is outdated.,Education,3,Unresolved,1,,5/13/2024
C0774,59,Female,Nairobi,Langata,Karen,Engineer,Diploma,Swahili,Need more buses in my area.,Transport,1,Unresolved,2,,8/14/2024
C0775,78,Male,Kiambu,Ruiru,Gitothua,Student,Master's,English,Roads are in poor condition.,Infrastructure,3,Pending,1,,12/6/2023
C0776,25,Male,Mombasa,Jomvu,Jomvu Kuu,Student,PhD,English,Public facilities need maintenance.,Infrastructure,3,Pending,2,,10/27/2023
C0777,32,Male,Kiambu,Ruiru,Mwiki,Nurse,Master's,English,Pension payments are delayed.,Pension,3,Unresolved,3,,10/2/2023
C0778,47,Male,Nairobi,Kasarani,Mwiki,Business,Bachelor's,English,Public facilities need maintenance.,Infrastructure,3,Resolved,2,,10/9/2023
C0779,27,Male,Nairobi,Westlands,Kitisuru,Student,Diploma,English,Public facilities need maintenance.,Infrastructure,2,Resolved,3,,8/12/2024
C0780,59,Male,Kisumu,Nyando,Kobura,Retired,Diploma,Swahili,Pension payments are delayed.,Pension,1,Unresolved,1,,11/23/2023
C0781,59,Male,Nairobi,Westlands,Kitisuru,Business,Master's,Swahili,Public transport is unreliable.,Transport,3,Resolved,3,,3/2/2024
C0782,52,Male,Nairobi,Langata,Mugumu-ini,Nurse,Master's,English,Pension payments are delayed.,Pension,1,Pending,2,,2/13/2024
C0783,37,Female,Kiambu,Limuru,Limuru Central,Engineer,Primary,Swahili,Roads are in poor condition.,Infrastructure,1,Unresolved,3,,10/17/2023
C0784,28,Male,Nairobi,Westlands,Parklands,Engineer,Bachelor's,Swahili,Need more buses in my area.,Transport,3,Resolved,3,,5/2/2024
C0785,33,Female,Nairobi,Kasarani,Roysambu,Nurse,PhD,Swahili,Roads are in poor condition.,Infrastructure,2,Unresolved,3,,5/4/2024
C0786,79,Male,Kiambu,Limuru,Bibirioni,Nurse,Diploma,English,Licensing process is too slow.,Business,1,Unresolved,3,,12/2/2023
C0787,74,Female,Mombasa,Changamwe,Chaani,Nurse,Primary,English,Pension payments are delayed.,Pension,3,Pending,3,,9/1/2024
C0788,68,Male,Nairobi,Westlands,Parklands,Business,Bachelor's,English,Water supply is inconsistent.,Infrastructure,2,Resolved,1,,6/20/2024
C0789,78,Female,Mombasa,Kisauni,Mjambere,Nurse,Bachelor's,English,Lack of medical equipment.,Healthcare,2,Unresolved,3,,12/4/2023
C0790,43,Female,Kisumu,Nyando,Kobura,Business,Primary,English,Lack of medical equipment.,Healthcare,3,Pending,1,,2/27/2024
C0791,41,Male,Kisumu,Kisumu Central,Market Milimani,Doctor,Diploma,English,Public facilities need maintenance.,Infrastructure,1,Pending,2,,8/4/2024
C0792,46,Male,Mombasa,Kisauni,Junda,Teacher,Diploma,English,More resources for education needed.,Education,1,Unresolved,3,,1/4/2024
C0793,64,Female,Kisumu,Kisumu Central,Market Milimani,Retired,Diploma,English,Need support for startups.,Business,2,Resolved,2,,6/8/2024
C0794,78,Female,Nairobi,Kasarani,Roysambu,Nurse,PhD,English,Healthcare facilities are understaffed.,Healthcare,2,Pending,1,,10/8/2023
C0795,57,Female,Mombasa,Jomvu,Miritini,Business,PhD,English,Medication is unavailable in hospitals.,Healthcare,2,Pending,1,,10/30/2023
C0796,60,Male,Mombasa,Kisauni,Bamburi,Student,High School,English,Lack of medical equipment.,Healthcare,1,Pending,2,,7/31/2024
C0797,77,Male,Mombasa,Jomvu,Jomvu Kuu,Teacher,Bachelor's,English,Licensing process is too slow.,Business,2,Unresolved,1,,4/29/2024
C0798,55,Male,Kiambu,Limuru,Bibirioni,Teacher,Primary,English,The curriculum is outdated.,Education,3,Resolved,1,,11/4/2023
C0799,49,Female,Kisumu,Nyando,Kobura,Retired,Master's,English,Licensing process is too slow.,Business,3,Unresolved,1,,12/17/2023
C0800,18,Female,Mombasa,Changamwe,Kipevu,Doctor,PhD,Swahili,Roads are in poor condition.,Infrastructure,1,Resolved,3,,4/25/2024
C0801,24,Male,Mombasa,Kisauni,Bamburi,Nurse,Master's,Swahili,Public facilities need maintenance.,Infrastructure,3,Unresolved,1,,10/6/2023
C0802,44,Male,Nairobi,Kasarani,Kasarani,Business,PhD,English,Public facilities need maintenance.,Infrastructure,2,Resolved,3,,2/22/2024
C0803,22,Male,Nairobi,Kasarani,Kasarani,Doctor,Bachelor's,English,Retirement benefits are too low.,Pension,1,Resolved,3,,6/30/2024
C0804,63,Male,Kiambu,Thika,Kiganjo,Nurse,Bachelor's,Swahili,Public transport is unreliable.,Transport,2,Resolved,2,,12/3/2023
C0805,36,Male,Kisumu,Nyando,Ahero,Retired,PhD,English,Healthcare facilities are understaffed.,Healthcare,3,Resolved,1,,11/5/2023
C0806,20,Female,Kiambu,Ruiru,Mugutha,Retired,Diploma,English,Need support for startups.,Business,2,Pending,3,,5/15/2024
C0807,59,Female,Kiambu,Ruiru,Mwiki,Doctor,Bachelor's,Swahili,Pension payments are delayed.,Pension,1,Unresolved,2,,3/31/2024
C0808,49,Female,Kiambu,Thika,Township,Nurse,High School,Swahili,Licensing process is too slow.,Business,1,Pending,2,,3/7/2024
C0809,66,Female,Mombasa,Kisauni,Junda,Doctor,Master's,English,More benefits for the elderly needed.,Pension,2,Pending,2,,7/11/2024
C0810,37,Male,Nairobi,Kasarani,Mwiki,Doctor,PhD,English,Medication is unavailable in hospitals.,Healthcare,1,Resolved,1,,9/19/2023
C0811,63,Female,Nairobi,Kasarani,Roysambu,Nurse,Primary,Swahili,Roads are in poor condition.,Infrastructure,1,Pending,2,,3/1/2024
C0812,67,Male,Mombasa,Changamwe,Chaani,Engineer,Master's,English,More resources for education needed.,Education,2,Resolved,2,,1/26/2024
C0813,51,Female,Nairobi,Westlands,Kangemi,Nurse,Bachelor's,English,Need support for startups.,Business,3,Pending,3,,8/2/2024
C0814,62,Male,Kiambu,Limuru,Limuru Central,Student,Bachelor's,Swahili,Need more buses in my area.,Transport,2,Unresolved,3,,11/11/2023
C0815,77,Male,Kisumu,Kisumu Central,Migosi,Nurse,Master's,English,Fares are too high.,Transport,2,Pending,3,,7/11/2024
C0816,31,Male,Nairobi,Langata,Nyayo Highrise,Engineer,PhD,Swahili,Need support for startups.,Business,1,Unresolved,3,,1/14/2024
C0817,21,Male,Kisumu,Kisumu Central,Market Milimani,Nurse,Bachelor's,Swahili,More resources for education needed.,Education,1,Pending,1,,11/11/2023
C0818,24,Male,Nairobi,Westlands,Parklands,Student,Primary,English,Medication is unavailable in hospitals.,Healthcare,3,Pending,3,,10/24/2023
C0819,80,Female,Mombasa,Changamwe,Port Reitz,Engineer,Diploma,Swahili,Public facilities need maintenance.,Infrastructure,3,Resolved,1,,3/7/2024
C0820,79,Female,Kiambu,Thika,Kamenu,Student,Master's,English,Public transport is unreliable.,Transport,1,Pending,1,,6/19/2024
C0821,60,Male,Kisumu,Seme,East Seme,Nurse,Primary,Swahili,The curriculum is outdated.,Education,1,Pending,2,,2/28/2024
C0822,63,Male,Kiambu,Limuru,Bibirioni,Doctor,High School,Swahili,Licensing process is too slow.,Business,3,Unresolved,1,,10/24/2023
C0823,37,Female,Nairobi,Langata,Nyayo Highrise,Doctor,Primary,English,Retirement benefits are too low.,Pension,2,Resolved,3,,10/30/2023
C0824,51,Male,Kiambu,Ruiru,Mugutha,Nurse,PhD,Swahili,Medication is unavailable in hospitals.,Healthcare,1,Pending,1,,1/30/2024
C0825,21,Male,Kiambu,Limuru,Bibirioni,Teacher,Diploma,English,Retirement benefits are too low.,Pension,1,Unresolved,3,,1/29/2024
C0826,35,Male,Mombasa,Jomvu,Miritini,Engineer,PhD,Swahili,Public facilities need maintenance.,Infrastructure,3,Unresolved,3,,9/29/2023
C0827,66,Male,Kisumu,Nyando,Kobura,Doctor,PhD,English,Need more buses in my area.,Transport,3,Unresolved,1,,2/24/2024
C0828,66,Female,Kiambu,Limuru,Limuru Central,Student,Master's,English,Public facilities need maintenance.,Infrastructure,2,Resolved,1,,4/13/2024
C0829,64,Male,Mombasa,Kisauni,Bamburi,Engineer,Master's,English,Public facilities need maintenance.,Infrastructure,3,Pending,3,,8/5/2024
C0830,63,Female,Mombasa,Changamwe,Kipevu,Retired,Master's,Swahili,Need more buses in my area.,Transport,3,Unresolved,2,,4/30/2024
C0831,59,Female,Kiambu,Ruiru,Mugutha,Teacher,Primary,Swahili,Roads are in poor condition.,Infrastructure,3,Pending,1,,1/4/2024
C0832,22,Female,Nairobi,Kasarani,Roysambu,Retired,Master's,English,Public transport is unreliable.,Transport,1,Unresolved,3,,12/31/2023
C0833,73,Female,Kiambu,Ruiru,Gitothua,Teacher,PhD,English,Need support for startups.,Business,1,Unresolved,1,,10/13/2023
C0834,54,Male,Nairobi,Kasarani,Kasarani,Nurse,Primary,English,Fares are too high.,Transport,1,Pending,1,,7/29/2024
C0835,64,Male,Kisumu,Kisumu Central,Market Milimani,Business,High School,English,More resources for education needed.,Education,1,Resolved,3,,9/11/2024
C0836,28,Female,Kiambu,Thika,Township,Retired,Primary,Swahili,Roads are in poor condition.,Infrastructure,3,Resolved,1,,12/21/2023
C0837,19,Female,Kiambu,Limuru,Ndeiya,Student,Diploma,Swahili,Licensing process is too slow.,Business,1,Pending,1,,11/27/2023
C0838,25,Male,Kiambu,Thika,Kiganjo,Business,Diploma,English,More resources for education needed.,Education,3,Unresolved,3,,4/25/2024
C0839,63,Male,Mombasa,Changamwe,Kipevu,Engineer,Master's,Swahili,Need support for startups.,Business,1,Pending,1,,8/11/2024
C0840,55,Male,Nairobi,Langata,Nyayo Highrise,Teacher,Master's,Swahili,Pension payments are delayed.,Pension,3,Pending,1,,7/25/2024
C0841,63,Female,Kisumu,Kisumu Central,Railways,Doctor,Diploma,English,Pension payments are delayed.,Pension,1,Unresolved,2,,12/11/2023
C0842,45,Male,Nairobi,Kasarani,Mwiki,Doctor,Primary,English,More resources for education needed.,Education,1,Resolved,1,,7/28/2024
C0843,36,Female,Nairobi,Westlands,Kangemi,Engineer,High School,English,Water supply is inconsistent.,Infrastructure,1,Resolved,2,,8/27/2024
C0844,29,Female,Kiambu,Ruiru,Mwiki,Retired,Primary,Swahili,Medication is unavailable in hospitals.,Healthcare,2,Unresolved,3,,3/9/2024
C0845,80,Female,Mombasa,Jomvu,Mikindani,Retired,Diploma,Swahili,Need support for startups.,Business,1,Pending,1,,2/10/2024
C0846,33,Male,Mombasa,Jomvu,Jomvu Kuu,Engineer,Master's,Swahili,Retirement benefits are too low.,Pension,3,Resolved,2,,12/5/2023
C0847,58,Male,Kiambu,Thika,Kiganjo,Student,Bachelor's,English,Lack of medical equipment.,Healthcare,3,Unresolved,2,,11/2/2023
C0848,55,Male,Nairobi,Westlands,Kitisuru,Nurse,Bachelor's,English,Public facilities need maintenance.,Infrastructure,1,Resolved,1,,6/24/2024
C0849,51,Female,Kisumu,Nyando,Onjiko,Nurse,Master's,Swahili,Tax rates for small businesses are too high.,Business,2,Unresolved,3,,8/17/2024
C0850,19,Male,Mombasa,Kisauni,Mjambere,Engineer,Primary,Swahili,Medication is unavailable in hospitals.,Healthcare,1,Pending,1,,8/4/2024
C0851,59,Male,Kiambu,Thika,Kamenu,Student,Primary,Swahili,Schools lack sufficient teachers.,Education,1,Resolved,1,,8/9/2024
C0852,59,Male,Kisumu,Kisumu Central,Railways,Retired,High School,English,Public facilities need maintenance.,Infrastructure,3,Pending,1,,3/18/2024
C0853,35,Female,Mombasa,Jomvu,Miritini,Teacher,Bachelor's,English,Licensing process is too slow.,Business,1,Resolved,3,,5/6/2024
C0854,77,Female,Mombasa,Kisauni,Bamburi,Engineer,High School,English,Pension payments are delayed.,Pension,1,Pending,1,,12/19/2023
C0855,26,Male,Nairobi,Westlands,Kitisuru,Teacher,Master's,Swahili,Need more buses in my area.,Transport,3,Unresolved,2,,4/27/2024
C0856,28,Male,Kisumu,Kisumu Central,Migosi,Business,Diploma,English,Public transport is unreliable.,Transport,2,Pending,3,,2/6/2024
C0857,46,Male,Mombasa,Jomvu,Mikindani,Teacher,Master's,English,Roads are in poor condition.,Infrastructure,2,Resolved,1,,5/29/2024
C0858,51,Male,Kisumu,Kisumu Central,Market Milimani,Engineer,Primary,Swahili,Retirement benefits are too low.,Pension,2,Resolved,1,,4/25/2024
C0859,57,Female,Kisumu,Kisumu Central,Market Milimani,Nurse,Diploma,Swahili,Need support for startups.,Business,2,Pending,3,,9/16/2023
C0860,49,Female,Kisumu,Nyando,Kobura,Business,Master's,English,Healthcare facilities are understaffed.,Healthcare,3,Resolved,1,,3/19/2024
C0861,76,Male,Kisumu,Nyando,Kobura,Teacher,High School,English,The curriculum is outdated.,Education,2,Unresolved,3,,8/17/2024
C0862,41,Female,Kisumu,Kisumu Central,Market Milimani,Student,Master's,Swahili,Lack of medical equipment.,Healthcare,3,Pending,3,,7/9/2024
C0863,69,Female,Nairobi,Westlands,Kangemi,Teacher,Diploma,English,Fares are too high.,Transport,3,Unresolved,3,,1/7/2024
C0864,70,Male,Kiambu,Limuru,Limuru Central,Retired,Bachelor's,English,Roads are in poor condition.,Infrastructure,1,Unresolved,1,,6/29/2024
C0865,79,Male,Kisumu,Seme,Central Seme,Nurse,PhD,English,Public facilities need maintenance.,Infrastructure,2,Resolved,1,,5/10/2024
C0866,47,Female,Kiambu,Limuru,Limuru Central,Student,Bachelor's,English,Pension payments are delayed.,Pension,2,Resolved,3,,8/12/2024
C0867,37,Female,Mombasa,Jomvu,Miritini,Engineer,High School,Swahili,Need support for startups.,Business,1,Unresolved,2,,10/11/2023
C0868,47,Female,Mombasa,Kisauni,Junda,Engineer,High School,English,Licensing process is too slow.,Business,3,Resolved,3,,6/16/2024
C0869,78,Female,Nairobi,Westlands,Kangemi,Engineer,Master's,Swahili,Need more buses in my area.,Transport,2,Pending,1,,10/29/2023
C0870,67,Male,Kiambu,Thika,Kiganjo,Nurse,High School,English,The curriculum is outdated.,Education,2,Pending,3,,3/16/2024
C0871,69,Male,Kiambu,Ruiru,Mwiki,Engineer,Master's,Swahili,Need support for startups.,Business,2,Pending,1,,4/5/2024
C0872,27,Female,Mombasa,Jomvu,Miritini,Doctor,PhD,English,Roads are in poor condition.,Infrastructure,1,Resolved,3,,10/18/2023
C0873,52,Male,Kisumu,Seme,Central Seme,Teacher,Primary,English,Need more buses in my area.,Transport,1,Pending,3,,6/21/2024
C0874,46,Male,Kisumu,Nyando,Kobura,Student,Primary,English,Lack of medical equipment.,Healthcare,3,Pending,1,,1/8/2024
